"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
4.341463064E2,6.224222047E1,2.571446048E1,1.011803590E2,1.779999971E0,2.992999878E2,3.790092468E0,2.500000000E0
4.351456370E2,6.224222976E1,2.571442768E1,1.009577672E2,1.870000005E0,2.992000122E2,3.790092468E0,2.500000000E0
4.361463217E2,6.224223932E1,2.571439695E1,1.007174755E2,1.919999957E0,2.998999939E2,3.790092468E0,2.500000000E0
4.371460348E2,6.224224851E1,2.571436577E1,1.007036240E2,1.950000048E0,2.997000122E2,3.790092468E0,2.500000000E0
4.381458102E2,6.224225751E1,2.571433544E1,1.009387959E2,1.950000048E0,2.996000061E2,3.790092468E0,2.500000000E0
4.391463843E2,6.224226669E1,2.571430200E1,1.007442802E2,1.960000038E0,2.978999939E2,3.790092468E0,2.500000000E0
4.401455049E2,6.224227530E1,2.571426841E1,1.004910483E2,1.970000029E0,3.033999939E2,3.790092468E0,2.500000000E0
4.411455087E2,6.224228418E1,2.571423306E1,1.004392324E2,1.919999957E0,3.026000061E2,3.790092468E0,2.500000000E0
4.421456639E2,6.224229273E1,2.571419797E1,1.003685566E2,1.980000019E0,2.997999878E2,3.790092468E0,2.500000000E0
4.431459377E2,6.224230238E1,2.571416366E1,1.002962945E2,1.990000010E0,3.008999939E2,3.790092468E0,2.500000000E0
4.441459130E2,6.224231069E1,2.571412617E1,1.004134235E2,1.960000038E0,3.000000000E2,3.790092468E0,2.500000000E0
4.451460213E2,6.224231900E1,2.571409078E1,1.005823104E2,1.960000038E0,2.990000000E2,3.790092468E0,2.500000000E0
4.461458929E2,6.224232667E1,2.571405836E1,1.005533212E2,1.860000014E0,2.971000061E2,3.790092468E0,2.500000000E0
4.471461662E2,6.224233503E1,2.571402755E1,1.005071205E2,1.889999986E0,2.980000000E2,3.790092468E0,2.500000000E0
4.481461475E2,6.224234399E1,2.571399664E1,1.004889965E2,1.950000048E0,3.001000061E2,3.790092468E0,2.500000000E0
4.491455113E2,6.224235169E1,2.571396750E1,1.007220314E2,1.929999948E0,2.987000122E2,3.790092468E0,2.500000000E0
4.501454529E2,6.224235931E1,2.571393528E1,1.007925295E2,1.980000019E0,2.983999939E2,3.790092468E0,2.500000000E0
4.511458871E2,6.224236691E1,2.571390194E1,1.007649439E2,1.950000048E0,2.967999878E2,3.790092468E0,2.500000000E0
4.521458937E2,6.224237417E1,2.571386898E1,1.011154710E2,1.860000014E0,2.938999939E2,3.790092468E0,2.500000000E0
4.531458488E2,6.224238204E1,2.571383521E1,1.009182689E2,1.850000024E0,2.957000122E2,3.790092468E0,2.500000000E0
4.541458976E2,6.224238892E1,2.571380153E1,1.007257049E2,1.850000024E0,2.911000061E2,3.790092468E0,2.500000000E0
4.551461483E2,6.224239532E1,2.571376812E1,1.008692002E2,1.889999986E0,2.913999939E2,3.790092468E0,2.500000000E0
4.561459539E2,6.224240146E1,2.571373531E1,1.011291504E2,1.929999948E0,2.930000000E2,3.790092468E0,2.500000000E0
4.571463136E2,6.224240746E1,2.571370371E1,1.012164933E2,1.870000005E0,2.932999878E2,3.790092468E0,2.500000000E0
4.581461453E2,6.224241218E1,2.571367080E1,1.013217185E2,1.929999948E0,2.897000122E2,3.790092468E0,2.500000000E0
4.591461748E2,6.224241750E1,2.571363913E1,1.016222567E2,1.899999976E0,2.915000000E2,3.790092468E0,2.500000000E0
4.601455072E2,6.224242274E1,2.571360767E1,1.018479047E2,1.889999986E0,2.907000122E2,3.790092468E0,2.500000000E0
4.611455053E2,6.224242967E1,2.571357553E1,1.016508243E2,1.960000038E0,2.948999939E2,3.790092468E0,2.500000000E0
4.621456206E2,6.224243573E1,2.571354293E1,1.017426226E2,1.929999948E0,2.912999878E2,3.790092468E0,2.500000000E0
4.631460557E2,6.224244001E1,2.571350873E1,1.015186239E2,1.889999986E0,2.872000122E2,3.790092468E0,2.500000000E0
4.641457789E2,6.224244383E1,2.571347451E1,1.013881307E2,1.860000014E0,2.858999939E2,3.790092468E0,2.500000000E0
4.651464147E2,6.224244807E1,2.571343818E1,1.014832236E2,1.889999986E0,2.851000061E2,3.790092468E0,2.588335276E0
4.661456441E2,6.224245364E1,2.571340288E1,1.013665864E2,1.889999986E0,2.872999878E2,3.790092468E0,2.689045668E0
4.671460001E2,6.224245741E1,2.571336742E1,1.014201141E2,1.940000057E0,2.837999878E2,3.790092468E0,2.891532660E0
4.681458060E2,6.224246024E1,2.571333151E1,1.016185387E2,1.879999995E0,2.808999939E2,3.790092468E0,2.915782213E0
4.691459512E2,6.224246241E1,2.571329444E1,1.017458568E2,1.850000024E0,2.788999939E2,3.790092468E0,3.285627604E0
4.701456364E2,6.224246382E1,2.571325461E1,1.019300591E2,1.929999948E0,2.788999939E2,3.790092468E0,3.150177240E0
4.711456728E2,6.224246394E1,2.571321654E1,1.016297026E2,1.879999995E0,2.768999939E2,3.790092468E0,2.929496050E0
4.721458813E2,6.224246376E1,2.571317981E1,1.013198245E2,1.850000024E0,2.752000122E2,3.790092468E0,3.042028189E0
4.731458888E2,6.224246537E1,2.571314448E1,1.008690174E2,1.889999986E0,2.736000061E2,3.790092468E0,3.076001644E0
4.741462776E2,6.224246691E1,2.571310845E1,1.008813450E2,1.909999967E0,2.753999939E2,3.790092468E0,3.166321039E0
4.751458789E2,6.224246814E1,2.571307228E1,1.006503862E2,1.840000033E0,2.752000122E2,3.790092468E0,3.310972929E0
4.761460783E2,6.224247157E1,2.571303456E1,1.003065747E2,1.929999948E0,2.785000000E2,3.790092468E0,3.133158684E0
4.771456739E2,6.224247490E1,2.571299785E1,9.997551958E1,1.929999948E0,2.778999939E2,3.790092468E0,2.864931107E0
4.781458035E2,6.224247793E1,2.571296187E1,1.000064638E2,1.879999995E0,2.791000061E2,3.790092468E0,3.057999134E0
4.791464059E2,6.224248002E1,2.571292258E1,1.000206836E2,1.909999967E0,2.816000061E2,3.790092468E0,3.016564608E0
4.801461583E2,6.224248124E1,2.571288148E1,9.968053263E1,1.950000048E0,2.802000122E2,3.790092468E0,3.016318083E0
4.811454999E2,6.224248315E1,2.571284181E1,9.938756234E1,1.960000038E0,2.773999939E2,3.790092468E0,3.229750395E0
4.821454586E2,6.224248437E1,2.571280626E1,9.900425989E1,1.710000038E0,2.762000122E2,3.790092468E0,3.402304888E0
4.831456710E2,6.224248779E1,2.571276856E1,9.901713783E1,1.889999986E0,2.792999878E2,3.790092468E0,3.599701881E0
4.841458522E2,6.224249167E1,2.571273159E1,9.892747704E1,1.899999976E0,2.811000061E2,3.790092468E0,3.893004179E0
4.851458527E2,6.224249366E1,2.571269466E1,9.862559586E1,1.639999986E0,2.803999939E2,3.790092468E0,3.885784864E0
4.861456623E2,6.224249684E1,2.571265382E1,9.874278252E1,1.860000014E0,2.850000000E2,3.790092468E0,3.655476809E0
4.871457843E2,6.224249989E1,2.571261396E1,9.884007171E1,1.860000014E0,2.826000061E2,3.790092468E0,2.897650480E0
4.881459946E2,6.224250298E1,2.571257439E1,9.917710704E1,1.909999967E0,2.840000000E2,3.790092468E0,2.930720091E0
4.891454193E2,6.224250390E1,2.571253702E1,9.912614070E1,1.710000038E0,2.787999878E2,3.790092468E0,3.125359535E0
4.901463513E2,6.224250709E1,2.571249965E1,9.887443112E1,1.860000014E0,2.818999939E2,3.790092468E0,2.926087379E0
4.911455014E2,6.224251067E1,2.571246217E1,9.878440390E1,1.909999967E0,2.831000061E2,3.790092468E0,3.045456171E0
4.921457162E2,6.224251484E1,2.571242585E1,9.865592498E1,1.889999986E0,2.851000061E2,3.790092468E0,2.958621502E0
4.931458717E2,6.224252024E1,2.571239281E1,9.886326245E1,1.789999962E0,2.930000000E2,3.790092468E0,3.043030024E0
4.941461888E2,6.224252863E1,2.571236667E1,9.911442546E1,1.679999948E0,3.092000122E2,3.790092468E0,2.532805681E0
4.951458345E2,6.224254399E1,2.571236211E1,9.955590180E1,1.809999943E0,3.402999878E2,3.790092468E0,2.500000000E0
4.961463393E2,6.224256476E1,2.571237563E1,1.001798168E2,2.000000000E0,8.100000381E0,3.790092468E0,2.500000000E0
4.971461610E2,6.224258323E1,2.571239278E1,1.003338819E2,1.809999943E0,1.380000019E1,3.790092468E0,2.500000000E0
4.981454485E2,6.224260084E1,2.571241277E1,1.001725171E2,1.909999967E0,2.329999924E1,3.790092468E0,2.500000000E0
4.991456672E2,6.224261989E1,2.571241952E1,1.002000560E2,1.970000029E0,4.699999809E0,3.790092468E0,2.567864180E0
5.001459439E2,6.224263554E1,2.571245175E1,1.005183661E2,2.319999933E0,4.359999847E1,3.790092468E0,3.151523113E0
5.011460634E2,6.224265260E1,2.571246602E1,1.013463804E2,1.950000048E0,2.200000000E1,3.790092468E0,3.723736525E0
5.021461282E2,6.224266753E1,2.571248517E1,1.023694621E2,1.860000014E0,3.590000153E1,3.790092468E0,4.221757412E0
5.031463855E2,6.224267720E1,2.571251911E1,1.028947388E2,2.059999943E0,6.450000000E1,3.790092468E0,4.923652649E0
5.041468631E2,6.224268704E1,2.571254746E1,1.034309406E2,1.710000038E0,5.640000153E1,3.916652679E0,5.557194233E0
5.051467956E2,6.224269821E1,2.571257253E1,1.032205609E2,1.789999962E0,5.800000000E1,4.156435013E0,6.376345634E0
5.061472552E2,6.224270908E1,2.571259774E1,1.033243290E2,1.789999962E0,6.009999847E1,4.390150070E0,7.216822147E0
5.071469248E2,6.224272042E1,2.571262185E1,1.034079558E2,1.779999971E0,5.950000000E1,4.702353477E0,8.022349358E0
5.081468117E2,6.224273081E1,2.571264870E1,1.035131275E2,1.649999976E0,6.600000000E1,4.850707054E0,8.419044495E0
5.091468649E2,6.224275674E1,2.571266056E1,1.023407198E2,2.549999952E0,1.989999962E1,4.919678211E0,8.683162689E0
5.101473962E2,6.224277790E1,2.571265763E1,1.024427223E2,2.009999990E0,3.552999878E2,5.320560455E0,9.151504517E0
5.111465968E2,6.224279578E1,2.571266473E1,1.030259246E2,1.909999967E0,1.210000038E1,5.605977535E0,9.740540504E0
5.121465600E2,6.224281387E1,2.571266578E1,1.037036700E2,1.830000043E0,1.219999981E1,5.553259850E0,1.010179710E1
5.131466267E2,6.224283304E1,2.571265863E1,1.033534005E2,1.789999962E0,1.480000019E1,5.230300426E0,9.437039375E0
5.141473766E2,6.224285604E1,2.571264339E1,1.006866044E2,1.830000043E0,1.350000000E1,4.856927395E0,7.899291992E0
5.151473771E2,6.224287798E1,2.571263431E1,9.914163424E1,1.799999952E0,1.180000019E1,4.638189316E0,6.726725578E0
5.161468476E2,6.224289959E1,2.571263171E1,9.852622977E1,1.779999971E0,7.099999905E0,4.543437004E0,6.118893623E0
5.171473562E2,6.224292068E1,2.571262743E1,9.917437466E1,1.750000000E0,2.799999952E0,4.456072330E0,5.720591545E0
5.181468084E2,6.224294133E1,2.571262210E1,9.907880584E1,1.779999971E0,3.573999939E2,4.452200413E0,5.633190632E0
5.191464608E2,6.224296282E1,2.571261619E1,9.965480731E1,1.750000000E0,3.542999878E2,4.233809471E0,5.209998131E0
5.201466403E2,6.224298381E1,2.571260891E1,1.001683084E2,1.740000010E0,3.493999939E2,3.931294680E0,4.658337116E0
5.211468216E2,6.224300314E1,2.571259384E1,1.008027796E2,1.779999971E0,3.431000061E2,3.790092468E0,4.150881767E0
5.221469344E2,6.224302274E1,2.571258035E1,1.018236647E2,1.730000019E0,3.462000122E2,3.790092468E0,4.133181572E0
5.231465121E2,6.224303674E1,2.571256512E1,1.024592923E2,1.669999957E0,3.458999939E2,3.790092468E0,3.634947777E0
5.241468138E2,6.224305291E1,2.571254702E1,1.034962882E2,1.759999990E0,3.410000000E2,3.790092468E0,3.552032232E0
5.251466521E2,6.224306699E1,2.571252563E1,1.033586611E2,1.759999990E0,3.362999878E2,3.790092468E0,3.439365387E0
5.261464763E2,6.224308070E1,2.571251086E1,1.030436660E2,1.759999990E0,3.396000061E2,3.790092468E0,3.610728979E0
5.271469074E2,6.224309502E1,2.571249625E1,1.023028901E2,1.799999952E0,3.406000061E2,3.790092468E0,3.326583147E0
5.281473606E2,6.224310782E1,2.571248645E1,1.021982219E2,1.830000043E0,3.443999939E2,3.790092468E0,3.376957655E0
5.291466206E2,6.224312033E1,2.571247763E1,1.018699819E2,1.840000033E0,3.452000122E2,3.790092468E0,3.278288603E0
5.301466316E2,6.224313173E1,2.571246924E1,1.034545830E2,1.710000038E0,3.432999878E2,3.790092468E0,2.757065773E0
5.311468844E2,6.224314080E1,2.571246378E1,1.051780989E2,1.480000019E0,3.441000061E2,3.790092468E0,2.500000000E0
5.321465157E2,6.224315035E1,2.571245510E1,1.051224401E2,1.539999962E0,3.437999878E2,3.790092468E0,2.677946091E0
5.331468480E2,6.224315823E1,2.571245063E1,1.066248249E2,1.320000052E0,3.490000000E2,3.790092468E0,2.671948195E0
5.341465151E2,6.224316963E1,2.571244838E1,1.071927639E2,1.639999986E0,3.517000122E2,3.790092468E0,2.918627024E0
5.351469366E2,6.224317917E1,2.571245086E1,1.065030726E2,1.669999957E0,3.596000061E2,3.790092468E0,3.159353733E0
5.361469347E2,6.224318838E1,2.571244245E1,1.063489639E2,1.730000019E0,3.505000000E2,3.790092468E0,3.574982882E0
5.371465792E2,6.224319959E1,2.571242559E1,1.069126292E2,1.769999981E0,3.382999878E2,3.790092468E0,3.804251671E0
5.381464912E2,6.224320472E1,2.571240196E1,1.080915858E2,1.490000010E0,3.188999939E2,3.790092468E0,3.351415157E0
5.391474025E2,6.224320852E1,2.571237607E1,1.091958344E2,1.639999986E0,3.157000122E2,3.790092468E0,3.078763962E0
5.401466039E2,6.224321275E1,2.571234918E1,1.097540627E2,1.659999967E0,3.098999939E2,3.790092468E0,3.287826300E0
5.411471768E2,6.224321558E1,2.571232469E1,1.089849588E2,1.620000005E0,3.167000122E2,3.790092468E0,2.914668798E0
5.421465999E2,6.224321760E1,2.571229781E1,1.080920749E2,1.600000024E0,2.992000122E2,3.790092468E0,3.074447393E0
5.431466518E2,6.224321834E1,2.571227270E1,1.077677328E2,1.570000052E0,2.916000061E2,3.790092468E0,3.335041523E0
5.441470796E2,6.224322227E1,2.571224614E1,1.069032925E2,1.600000024E0,2.948999939E2,3.790092468E0,3.654102802E0
5.451465376E2,6.224322803E1,2.571222015E1,1.062798201E2,1.570000052E0,2.878999939E2,3.790092468E0,4.000568867E0
5.461469476E2,6.224323226E1,2.571219200E1,1.050663198E2,1.529999971E0,2.770000000E2,3.790092468E0,4.175665855E0
5.471474185E2,6.224322873E1,2.571216132E1,1.042108469E2,1.600000024E0,2.511000061E2,3.790092468E0,3.829932928E0
5.481470311E2,6.224324410E1,2.571212225E1,1.044164810E2,2.700000048E0,3.071000061E2,3.790092468E0,3.803903580E0
5.491466524E2,6.224325418E1,2.571210312E1,1.051826602E2,1.570000052E0,3.082999878E2,3.790092468E0,3.422638893E0
5.501465254E2,6.224326093E1,2.571208820E1,1.061146091E2,1.509999990E0,3.142000122E2,3.790092468E0,2.951126099E0
